labor_force,employed,unemployed,unemp_rate,bls_county
"3,140","2,946",194,6.2,"Sully County, South Dakota"
"3,078","2,999",79,2.6,"Todd County, South Dakota"
"4,695","4,568",127,2.7,"Tripp County, South Dakota"
"8,149","7,888",261,3.2,"Turner County, South Dakota"
"2,235","2,126",109,4.9,"Union County, South Dakota"
"11,826","11,514",312,2.6,"Walworth County, South Dakota"
933,885,48,5.1,"Yankton County, South Dakota"
"34,283","32,995","1,288",3.8,"Ziebach County, South Dakota"
"20,592","19,820",772,3.7,"Anderson County, Tennessee"
"6,848","6,512",336,4.9,"Bedford County, Tennessee"
"4,303","4,053",250,5.8,"Benton County, Tennessee"
"62,275","60,266","2,009",3.2,"Bledsoe County, Tennessee"
"50,258","48,455","1,803",3.6,"Blount County, Tennessee"
"14,752","14,050",702,4.8,"Bradley County, Tennessee"
"6,368","6,167",201,3.2,"Campbell County, Tennessee"
"11,940","11,349",591,4.9,"Cannon County, Tennessee"
"24,002","23,010",992,4.1,"Carroll County, Tennessee"
"21,459","20,872",587,2.7,"Carter County, Tennessee"
"8,422","8,104",318,3.8,"Cheatham County, Tennessee"
"12,973","12,424",549,4.2,"Chester County, Tennessee"
"2,857","2,715",142,5,"Claiborne County, Tennessee"
"14,847","14,151",696,4.7,"Clay County, Tennessee"
"25,484","24,612",872,3.4,"Cocke County, Tennessee"
"7,019","6,748",271,3.9,"Coffee County, Tennessee"
"23,336","22,319","1,017",4.4,"Crockett County, Tennessee"
"396,574","386,136","10,438",2.6,"Cumberland County, Tennessee"
"4,734","4,508",226,4.8,"Davidson County, Tennessee"
"7,730","7,387",343,4.4,"Decatur County, Tennessee"
"26,257","25,464",793,3,"DeKalb County, Tennessee"
"16,239","15,497",742,4.6,"Dickson County, Tennessee"
"18,769","18,069",700,3.7,"Dyer County, Tennessee"
"7,162","6,863",299,4.2,"Fayette County, Tennessee"
"19,948","19,276",672,3.4,"Fentress County, Tennessee"
"21,436","20,481",955,4.5,"Franklin County, Tennessee"
"15,194","14,637",557,3.7,"Gibson County, Tennessee"
"9,417","9,045",372,4,"Giles County, Tennessee"
"29,829","28,453","1,376",4.6,"Grainger County, Tennessee"
"4,886","4,670",216,4.4,"Greene County, Tennessee"
"27,421","26,371","1,050",3.8,"Grundy County, Tennessee"
"179,683","173,576","6,107",3.4,"Hamblen County, Tennessee"
"2,031","1,928",103,5.1,"Hamilton County, Tennessee"
"9,196","8,737",459,5,"Hancock County, Tennessee"
"10,387","9,932",455,4.4,"Hardeman County, Tennessee"
"23,706","22,760",946,4,"Hardin County, Tennessee"
"7,738","7,324",414,5.4,"Hawkins County, Tennessee"
"11,981","11,418",563,4.7,"Haywood County, Tennessee"
"14,231","13,636",595,4.2,"Henderson County, Tennessee"
"11,160","10,802",358,3.2,"Henry County, Tennessee"
"3,222","3,044",178,5.5,"Hickman County, Tennessee"
"8,813","8,434",379,4.3,"Houston County, Tennessee"
"4,602","4,385",217,4.7,"Humphreys County, Tennessee"
"24,009","23,092",917,3.8,"Jackson County, Tennessee"
"7,613","7,350",263,3.5,"Jefferson County, Tennessee"
"240,034","232,986","7,048",2.9,"Johnson County, Tennessee"
"1,804","1,711",93,5.2,"Knox County, Tennessee"
"9,619","9,065",554,5.8,"Lake County, Tennessee"
"18,309","17,570",739,4,"Lauderdale County, Tennessee"
"5,072","4,847",225,4.4,"Lawrence County, Tennessee"
"16,408","15,902",506,3.1,"Lewis County, Tennessee"
"22,857","22,078",779,3.4,"Lincoln County, Tennessee"
"22,719","21,791",928,4.1,"Loudon County, Tennessee"
"8,477","8,020",457,5.4,"McMinn County, Tennessee"
"10,991","10,638",353,3.2,"McNairy County, Tennessee"
"48,664","46,832","1,832",3.8,"Macon County, Tennessee"
"12,265","11,690",575,4.7,"Madison County, Tennessee"
"15,332","14,804",528,3.4,"Marion County, Tennessee"
"47,485","45,949","1,536",3.2,"Marshall County, Tennessee"
"5,061","4,833",228,4.5,"Maury County, Tennessee"
"19,943","19,203",740,3.7,"Meigs County, Tennessee"
"83,866","80,679","3,187",3.8,"Monroe County, Tennessee"
"3,536","3,429",107,3,"Montgomery County, Tennessee"
"7,860","7,509",351,4.5,"Moore County, Tennessee"
"12,291","11,683",608,4.9,"Morgan County, Tennessee"
"9,818","9,449",369,3.8,"Obion County, Tennessee"
"3,233","3,094",139,4.3,"Overton County, Tennessee"
"2,446","2,353",93,3.8,"Perry County, Tennessee"
"7,281","6,976",305,4.2,"Pickett County, Tennessee"
"34,330","33,111","1,219",3.6,"Polk County, Tennessee"
"13,026","12,295",731,5.6,"Putnam County, Tennessee"
"23,153","22,201",952,4.1,"Rhea County, Tennessee"
"36,975","35,815","1,160",3.1,"Roane County, Tennessee"
"176,691","171,941","4,750",2.7,"Robertson County, Tennessee"
"8,481","8,116",365,4.3,"Rutherford County, Tennessee"
"6,041","5,779",262,4.3,"Scott County, Tennessee"
"53,097","51,242","1,855",3.5,"Sequatchie County, Tennessee"
"442,379","424,005","18,374",4.2,"Sevier County, Tennessee"
"9,145","8,866",279,3.1,"Shelby County, Tennessee"
"5,176","4,917",259,5,"Smith County, Tennessee"
"70,100","67,509","2,591",3.7,"Stewart County, Tennessee"
"98,706","95,960","2,746",2.8,"Sullivan County, Tennessee"
"27,895","26,719","1,176",4.2,"Sumner County, Tennessee"
"4,888","4,729",159,3.3,"Tipton County, Tennessee"
"7,065","6,719",346,4.9,"Trousdale County, Tennessee"
"7,463","7,159",304,4.1,"Unicoi County, Tennessee"
"2,046","1,949",97,4.7,"Union County, Tennessee"
"16,736","16,075",661,3.9,"Van Buren County, Tennessee"
"59,859","57,747","2,112",3.5,"Warren County, Tennessee"
"6,109","5,811",298,4.9,"Washington County, Tennessee"
"16,008","15,333",675,4.2,"Wayne County, Tennessee"
"11,907","11,468",439,3.7,"Weakley County, Tennessee"
"123,205","120,149","3,056",2.5,"White County, Tennessee"
"73,090","71,059","2,031",2.8,"Williamson County, Tennessee"
"23,561","22,833",728,3.1,"Wilson County, Tennessee"
"9,382","9,157",225,2.4,"Anderson County, Texas"
"36,211","34,622","1,589",4.4,"Andrews County, Texas"
"10,314","9,725",589,5.7,"Angelina County, Texas"
"4,184","4,055",129,3.1,"Aransas County, Texas"
926,900,26,2.8,"Archer County, Texas"
"21,247","20,447",800,3.8,"Armstrong County, Texas"
"14,015","13,506",509,3.6,"Atascosa County, Texas"
"2,655","2,539",116,4.4,"Austin County, Texas"
"9,920","9,582",338,3.4,"Bailey County, Texas"
"41,491","40,096","1,395",3.4,"Bandera County, Texas"
"1,566","1,515",51,3.3,"Bastrop County, Texas"
"9,977","9,470",507,5.1,"Baylor County, Texas"
"142,270","136,410","5,860",4.1,"Bee County, Texas"
"940,900","909,581","31,319",3.3,"Bell County, Texas"
"6,250","6,086",164,2.6,"Bexar County, Texas"
349,338,11,3.2,"Blanco County, Texas"
"8,220","7,916",304,3.7,"Borden County, Texas"
"39,495","37,542","1,953",4.9,"Bosque County, Texas"
"175,989","168,025","7,964",4.5,"Bowie County, Texas"
"116,882","113,563","3,319",2.8,"Brazoria County, Texas"
"4,062","3,925",137,3.4,"Brazos County, Texas"
559,537,22,3.9,"Brewster County, Texas"
"2,444","2,286",158,6.5,"Briscoe County, Texas"
"16,152","15,549",603,3.7,"Brooks County, Texas"
"8,223","7,928",295,3.6,"Brown County, Texas"
"23,033","22,373",660,2.9,"Burleson County, Texas"
"19,092","18,401",691,3.6,"Burnet County, Texas"
"11,213","10,749",464,4.1,"Caldwell County, Texas"
"6,023","5,821",202,3.4,"Calhoun County, Texas"
"166,001","155,766","10,235",6.2,"Callahan County, Texas"
"4,990","4,745",245,4.9,"Cameron County, Texas"
"3,040","2,954",86,2.8,"Camp County, Texas"
"12,335","11,711",624,5.1,"Carson County, Texas"
"3,525","3,424",101,2.9,"Cass County, Texas"
"19,157","18,121","1,036",5.4,"Castro County, Texas"
"20,979","20,116",863,4.1,"Chambers County, Texas"
"2,950","2,875",75,2.5,"Cherokee County, Texas"
"4,945","4,788",157,3.2,"Childress County, Texas"
"1,115","1,068",47,4.2,"Clay County, Texas"
"1,454","1,405",49,3.4,"Cochran County, Texas"
"2,960","2,842",118,4,"Coke County, Texas"
"545,243","527,191","18,052",3.3,"Coleman County, Texas"
"1,185","1,147",38,3.2,"Collin County, Texas"
"9,680","9,358",322,3.3,"Collingsworth County, Texas"
"70,132","67,878","2,254",3.2,"Colorado County, Texas"
"5,385","5,189",196,3.6,"Comal County, Texas"
"1,120","1,080",40,3.6,"Comanche County, Texas"
"19,182","18,591",591,3.1,"Concho County, Texas"
"24,402","23,392","1,010",4.1,"Cooke County, Texas"
529,506,23,4.3,"Coryell County, Texas"
"1,796","1,727",69,3.8,"Cottle County, Texas"
"1,645","1,596",49,3,"Crane County, Texas"
"2,566","2,450",116,4.5,"Crockett County, Texas"
979,948,31,3.2,"Crosby County, Texas"
"4,075","3,992",83,2,"Culberson County, Texas"
"1,359,225","1,308,543","50,682",3.7,"Dallam County, Texas"
"4,590","4,392",198,4.3,"Dallas County, Texas"
"8,474","8,236",238,2.8,"Dawson County, Texas"
"2,460","2,376",84,3.4,"Deaf Smith County, Texas"
"482,610","467,289","15,321",3.2,"Delta County, Texas"
"9,784","9,476",308,3.1,"Denton County, Texas"
672,644,28,4.2,"DeWitt County, Texas"
"7,414","7,190",224,3,"Dickens County, Texas"
"1,574","1,521",53,3.4,"Dimmit County, Texas"
"5,049","4,782",267,5.3,"Donley County, Texas"
"8,724","8,430",294,3.4,"Duval County, Texas"
"85,132","82,843","2,289",2.7,"Eastland County, Texas"
892,867,25,2.8,"Ector County, Texas"
"89,935","86,971","2,964",3.3,"Edwards County, Texas"
"359,136","343,915","15,221",4.2,"Ellis County, Texas"
"20,784","20,145",639,3.1,"El Paso County, Texas"
"6,668","6,411",257,3.9,"Erath County, Texas"
"16,471","15,967",504,3.1,"Falls County, Texas"
"12,606","12,250",356,2.8,"Fannin County, Texas"
"1,666","1,611",55,3.3,"Fayette County, Texas"
"2,693","2,552",141,5.2,"Fisher County, Texas"
577,560,17,2.9,"Floyd County, Texas"
"382,102","366,922","15,180",4,"Foard County, Texas"
"4,579","4,390",189,4.1,"Fort Bend County, Texas"
"6,573","6,189",384,5.8,"Franklin County, Texas"
"10,071","9,782",289,2.9,"Freestone County, Texas"
"9,439","9,198",241,2.6,"Frio County, Texas"
"164,757","157,181","7,576",4.6,"Gaines County, Texas"
"2,133","2,070",63,3,"Galveston County, Texas"
"13,417","13,076",341,2.5,"Garza County, Texas"
857,840,17,2,"Gillespie County, Texas"
"3,305","3,179",126,3.8,"Glasscock County, Texas"
"9,552","9,262",290,3,"Goliad County, Texas"
"8,181","7,858",323,3.9,"Gonzales County, Texas"
"63,488","61,427","2,061",3.2,"Gray County, Texas"
"57,815","55,434","2,381",4.1,"Grayson County, Texas"
"11,108","10,649",459,4.1,"Gregg County, Texas"
"79,824","77,327","2,497",3.1,"Grimes County, Texas"
"12,540","11,936",604,4.8,"Guadalupe County, Texas"
"1,128","1,079",49,4.3,"Hale County, Texas"
"3,648","3,527",121,3.3,"Hall County, Texas"
"2,879","2,812",67,2.3,"Hamilton County, Texas"
"1,678","1,617",61,3.6,"Hansford County, Texas"
"25,465","24,141","1,324",5.2,"Hardeman County, Texas"
"2,304,397","2,203,924","100,473",4.4,"Hardin County, Texas"
"30,028","28,720","1,308",4.4,"Harris County, Texas"
"2,890","2,837",53,1.8,"Harrison County, Texas"
"2,356","2,266",90,3.8,"Hartley County, Texas"
"114,386","111,001","3,385",3,"Haskell County, Texas"
"2,285","2,237",48,2.1,"Hays County, Texas"
"36,389","35,025","1,364",3.7,"Hemphill County, Texas"
"348,672","325,791","22,881",6.6,"Henderson County, Texas"
"16,326","15,734",592,3.6,"Hidalgo County, Texas"
"11,562","11,203",359,3.1,"Hill County, Texas"
"26,510","25,526",984,3.7,"Hockley County, Texas"
"17,354","16,770",584,3.4,"Hood County, Texas"
"10,162","9,782",380,3.7,"Hopkins County, Texas"
"13,648","13,202",446,3.3,"Houston County, Texas"
"1,666","1,587",79,4.7,"Howard County, Texas"
"42,373","40,768","1,605",3.8,"Hudspeth County, Texas"
"9,065","8,612",453,5,"Hunt County, Texas"
771,747,24,3.1,"Hutchinson County, Texas"
"4,444","4,333",111,2.5,"Irion County, Texas"
"7,412","7,169",243,3.3,"Jack County, Texas"
"13,377","12,513",864,6.5,"Jackson County, Texas"
"1,082","1,050",32,3,"Jasper County, Texas"
"108,181","101,322","6,859",6.3,"Jeff Davis County, Texas"
"1,875","1,768",107,5.7,"Jefferson County, Texas"
"17,059","16,133",926,5.4,"Jim Hogg County, Texas"
"79,949","77,200","2,749",3.4,"Jim Wells County, Texas"
"5,721","5,447",274,4.8,"Johnson County, Texas"
"6,845","6,652",193,2.8,"Jones County, Texas"
"61,846","59,700","2,146",3.5,"Karnes County, Texas"
"21,491","20,863",628,2.9,"Kaufman County, Texas"
242,233,9,3.7,"Kendall County, Texas"
458,447,11,2.4,"Kenedy County, Texas"
"21,848","21,143",705,3.2,"Kent County, Texas"
"1,890","1,832",58,3.1,"Kerr County, Texas"
214,208,6,2.8,"Kimble County, Texas"
"1,257","1,198",59,4.7,"King County, Texas"
"13,333","12,671",662,5,"Kinney County, Texas"
"1,466","1,413",53,3.6,"Kleberg County, Texas"
"23,954","23,049",905,3.8,"Knox County, Texas"
"5,247","5,015",232,4.4,"Lamar County, Texas"
"9,243","8,900",343,3.7,"Lamb County, Texas"
"4,599","4,487",112,2.4,"Lampasas County, Texas"
"8,784","8,507",277,3.2,"La Salle County, Texas"
"9,425","9,132",293,3.1,"Lavaca County, Texas"
"6,155","5,846",309,5,"Lee County, Texas"
"32,303","30,414","1,889",5.8,"Leon County, Texas"
"8,399","8,006",393,4.7,"Liberty County, Texas"
"1,657","1,612",45,2.7,"Limestone County, Texas"
"5,233","5,036",197,3.8,"Lipscomb County, Texas"
"8,543","8,230",313,3.7,"Live Oak County, Texas"
102,98,4,3.9,"Llano County, Texas"
"157,225","152,414","4,811",3.1,"Loving County, Texas"
"2,772","2,682",90,3.2,"Lubbock County, Texas"
"3,753","3,628",125,3.3,"Lynn County, Texas"
"118,786","114,544","4,242",3.6,"McCulloch County, Texas"
740,726,14,1.9,"McLennan County, Texas"
"4,582","4,381",201,4.4,"McMullen County, Texas"
"4,260","4,065",195,4.6,"Madison County, Texas"
"2,807","2,739",68,2.4,"Marion County, Texas"
"1,779","1,724",55,3.1,"Martin County, Texas"
"16,912","15,876","1,036",6.1,"Mason County, Texas"
"23,789","21,863","1,926",8.1,"Matagorda County, Texas"
"21,595","20,849",746,3.5,"Maverick County, Texas"
841,807,34,4,"Medina County, Texas"
"102,277","100,130","2,147",2.1,"Menard County, Texas"
"9,904","9,360",544,5.5,"Midland County, Texas"
"1,879","1,813",66,3.5,"Milam County, Texas"
"2,338","2,235",103,4.4,"Mills County, Texas"
"9,130","8,837",293,3.2,"Mitchell County, Texas"
"275,152","264,818","10,334",3.8,"Montague County, Texas"
"11,039","10,742",297,2.7,"Montgomery County, Texas"
"4,749","4,437",312,6.6,"Moore County, Texas"
467,450,17,3.6,"Morris County, Texas"
"28,799","27,675","1,124",3.9,"Motley County, Texas"
"23,633","22,760",873,3.7,"Nacogdoches County, Texas"
"5,283","4,932",351,6.6,"Navarro County, Texas"
"6,718","6,496",222,3.3,"Newton County, Texas"
"168,149","160,300","7,849",4.7,"Nolan County, Texas"
"4,487","4,360",127,2.8,"Nueces County, Texas"
908,884,24,2.6,"Ochiltree County, Texas"
"37,295","35,158","2,137",5.7,"Oldham County, Texas"
"13,504","13,050",454,3.4,"Orange County, Texas"
"10,684","10,233",451,4.2,"Palo Pinto County, Texas"
"64,740","62,727","2,013",3.1,"Panola County, Texas"
"4,905","4,791",114,2.3,"Parker County, Texas"
"6,486","6,253",233,3.6,"Parmer County, Texas"
"17,894","16,994",900,5,"Pecos County, Texas"
"55,816","54,188","1,628",2.9,"Polk County, Texas"
"3,050","2,837",213,7,"Potter County, Texas"
"5,903","5,698",205,3.5,"Presidio County, Texas"
"71,375","69,502","1,873",2.6,"Rains County, Texas"
"1,896","1,849",47,2.5,"Randall County, Texas"
"1,060","1,007",53,5,"Reagan County, Texas"
"5,094","4,817",277,5.4,"Real County, Texas"
"9,126","8,933",193,2.1,"Red River County, Texas"
"3,160","3,012",148,4.7,"Reeves County, Texas"
436,423,13,3,"Refugio County, Texas"
"7,655","7,338",317,4.1,"Roberts County, Texas"
"50,192","48,576","1,616",3.2,"Robertson County, Texas"
"4,628","4,483",145,3.1,"Rockwall County, Texas"
"22,296","21,383",913,4.1,"Runnels County, Texas"
"3,568","3,287",281,7.9,"Rusk County, Texas"
"2,987","2,792",195,6.5,"Sabine County, Texas"
"11,518","10,945",573,5,"San Augustine County, Texas"
"30,351","28,435","1,916",6.3,"San Jacinto County, Texas"
"2,521","2,445",76,3,"San Patricio County, Texas"
"1,363","1,323",40,2.9,"San Saba County, Texas"
"6,969","6,731",238,3.4,"Schleicher County, Texas"
"1,978","1,932",46,2.3,"Scurry County, Texas"
"11,089","10,609",480,4.3,"Shackelford County, Texas"
"1,336","1,300",36,2.7,"Shelby County, Texas"
"107,543","103,634","3,909",3.6,"Sherman County, Texas"
"4,287","4,109",178,4.2,"Smith County, Texas"
"25,217","22,669","2,548",10.1,"Somervell County, Texas"
"3,987","3,842",145,3.6,"Starr County, Texas"
582,563,19,3.3,"Stephens County, Texas"
596,575,21,3.5,"Sterling County, Texas"
"1,469","1,413",56,3.8,"Stonewall County, Texas"
"2,684","2,569",115,4.3,"Sutton County, Texas"
"1,062,733","1,025,619","37,114",3.5,"Swisher County, Texas"
"65,309","63,237","2,072",3.2,"Tarrant County, Texas"
382,369,13,3.4,"Taylor County, Texas"
"5,228","5,013",215,4.1,"Terrell County, Texas"
705,681,24,3.4,"Terry County, Texas"
"12,947","12,295",652,5,"Throckmorton County, Texas"
"54,959","53,221","1,738",3.2,"Titus County, Texas"
"721,786","701,382","20,404",2.8,"Tom Green County, Texas"
"5,346","5,071",275,5.1,"Travis County, Texas"
"7,009","6,547",462,6.6,"Trinity County, Texas"
"17,841","17,095",746,4.2,"Tyler County, Texas"
"1,580","1,526",54,3.4,"Upshur County, Texas"
"11,506","11,011",495,4.3,"Upton County, Texas"
"20,445","19,569",876,4.3,"Uvalde County, Texas"
"25,908","25,004",904,3.5,"Val Verde County, Texas"
"43,370","41,717","1,653",3.8,"Van Zandt County, Texas"
"23,970","22,961","1,009",4.2,"Victoria County, Texas"
"22,763","21,786",977,4.3,"Walker County, Texas"
"6,678","6,506",172,2.6,"Waller County, Texas"
"14,966","14,419",547,3.7,"Ward County, Texas"
"116,573","112,190","4,383",3.8,"Washington County, Texas"
"21,416","20,620",796,3.7,"Webb County, Texas"
"2,474","2,396",78,3.2,"Wharton County, Texas"
"56,739","54,802","1,937",3.4,"Wheeler County, Texas"
"4,993","4,786",207,4.1,"Wichita County, Texas"
"6,381","5,747",634,9.9,"Wilbarger County, Texas"
"300,336","291,168","9,168",3.1,"Willacy County, Texas"
"24,556","23,806",750,3.1,"Williamson County, Texas"
"4,030","3,917",113,2.8,"Wilson County, Texas"
"30,816","29,753","1,063",3.4,"Winkler County, Texas"
"17,343","16,607",736,4.2,"Wise County, Texas"
"3,736","3,630",106,2.8,"Wood County, Texas"
"8,187","7,922",265,3.2,"Yoakum County, Texas"
"5,376","5,077",299,5.6,"Young County, Texas"
"3,593","3,250",343,9.5,"Zapata County, Texas"
"3,014","2,908",106,3.5,"Zavala County, Texas"
"25,435","24,662",773,3,"Beaver County, Utah"
"63,262","61,563","1,699",2.7,"Box Elder County, Utah"
"8,477","8,092",385,4.5,"Cache County, Utah"
410,392,18,4.4,"Carbon County, Utah"
"170,592","165,587","5,005",2.9,"Daggett County, Utah"
"7,724","7,369",355,4.6,"Davis County, Utah"
"4,342","4,134",208,4.8,"Duchesne County, Utah"
"2,789","2,572",217,7.8,"Emery County, Utah"
"6,084","5,795",289,4.8,"Garfield County, Utah"
"22,815","22,001",814,3.6,"Grand County, Utah"
"5,574","5,408",166,3,"Iron County, Utah"
"3,798","3,676",122,3.2,"Juab County, Utah"
"6,239","6,035",204,3.3,"Kane County, Utah"
"5,446","5,294",152,2.8,"Millard County, Utah"
482,456,26,5.4,"Morgan County, Utah"
"1,176","1,137",39,3.3,"Piute County, Utah"
"620,909","602,123","18,786",3,"Rich County, Utah"
"5,755","5,396",359,6.2,"Salt Lake County, Utah"
"12,476","12,011",465,3.7,"San Juan County, Utah"
"9,879","9,525",354,3.6,"Sanpete County, Utah"
"24,320","23,581",739,3,"Sevier County, Utah"
"32,612","31,486","1,126",3.5,"Summit County, Utah"
"13,595","12,954",641,4.7,"Tooele County, Utah"
"299,868","291,391","8,477",2.8,"Uintah County, Utah"
"15,108","14,633",475,3.1,"Utah County, Utah"
"73,929","71,412","2,517",3.4,"Wasatch County, Utah"
"1,435","1,349",86,6,"Washington County, Utah"
"124,592","120,217","4,375",3.5,"Wayne County, Utah"
"20,782","20,248",534,2.6,"Weber County, Utah"
"18,308","17,732",576,3.1,"Addison County, Vermont"
"14,770","14,289",481,3.3,"Bennington County, Vermont"
"96,716","94,732","1,984",2.1,"Caledonia County, Vermont"
"2,698","2,600",98,3.6,"Chittenden County, Vermont"
"27,610","26,913",697,2.5,"Essex County, Vermont"
"4,054","3,925",129,3.2,"Franklin County, Vermont"
"14,071","13,576",495,3.5,"Grand Isle County, Vermont"
"15,980","15,554",426,2.7,"Lamoille County, Vermont"
"13,612","13,008",604,4.4,"Orange County, Vermont"
"31,142","30,167",975,3.1,"Orleans County, Vermont"
"34,497","33,601",896,2.6,"Rutland County, Vermont"
"22,643","21,997",646,2.9,"Washington County, Vermont"
"29,178","28,496",682,2.3,"Windham County, Vermont"
"16,762","16,123",639,3.8,"Windsor County, Vermont"
"55,903","54,408","1,495",2.7,"Accomack County, Virginia"
"6,948","6,687",261,3.8,"Albemarle County, Virginia"
"6,240","6,039",201,3.2,"Alleghany County, Virginia"
"14,984","14,496",488,3.3,"Amelia County, Virginia"
"7,083","6,825",258,3.6,"Amherst County, Virginia"
"151,720","148,692","3,028",2,"Appomattox County, Virginia"
"36,922","35,929",993,2.7,"Arlington County, Virginia"
"2,502","2,439",63,2.5,"Augusta County, Virginia"
"38,097","36,934","1,163",3.1,"Bath County, Virginia"
"2,834","2,744",90,3.2,"Bedford County, Virginia"
"17,222","16,758",464,2.7,"Bland County, Virginia"
"5,990","5,698",292,4.9,"Botetourt County, Virginia"
"6,952","6,572",380,5.5,"Brunswick County, Virginia"
"6,357","6,077",280,4.4,"Buchanan County, Virginia"
"26,036","25,165",871,3.3,"Buckingham County, Virginia"
"15,067","14,547",520,3.5,"Campbell County, Virginia"
"13,341","12,863",478,3.6,"Caroline County, Virginia"
"3,692","3,547",145,3.9,"Carroll County, Virginia"
"5,225","5,034",191,3.7,"Charles City County, Virginia"
"184,434","179,055","5,379",2.9,"Charlotte County, Virginia"
"7,545","7,329",216,2.9,"Chesterfield County, Virginia"
"2,286","2,205",81,3.5,"Clarke County, Virginia"
"24,178","23,490",688,2.8,"Craig County, Virginia"
"4,636","4,485",151,3.3,"Culpeper County, Virginia"
"4,495","4,261",234,5.2,"Cumberland County, Virginia"
"13,470","12,997",473,3.5,"Dickenson County, Virginia"
"5,493","5,281",212,3.9,"Dinwiddie County, Virginia"
"630,229","614,909","15,320",2.4,"Essex County, Virginia"
"36,319","35,375",944,2.6,"Fairfax County, Virginia"
"8,105","7,884",221,2.7,"Fauquier County, Virginia"
"13,553","13,214",339,2.5,"Floyd County, Virginia"
"26,271","25,464",807,3.1,"Fluvanna County, Virginia"
"46,803","45,591","1,212",2.6,"Franklin County, Virginia"
"7,845","7,584",261,3.3,"Frederick County, Virginia"
"19,445","18,924",521,2.7,"Giles County, Virginia"
"10,913","10,590",323,3,"Gloucester County, Virginia"
"7,643","7,409",234,3.1,"Goochland County, Virginia"
"10,261","10,003",258,2.5,"Grayson County, Virginia"
"4,388","4,227",161,3.7,"Greene County, Virginia"
"15,201","14,578",623,4.1,"Greensville County, Virginia"
"58,367","56,844","1,523",2.6,"Halifax County, Virginia"
"180,933","175,546","5,387",3,"Hanover County, Virginia"
"23,565","22,682",883,3.7,"Henrico County, Virginia"
"1,253","1,219",34,2.7,"Henry County, Virginia"
"19,135","18,567",568,3,"Highland County, Virginia"
"36,069","35,023","1,046",2.9,"Isle of Wight County, Virginia"
"3,849","3,732",117,3,"James City County, Virginia"
"13,155","12,768",387,2.9,"King and Queen County, Virginia"
"9,004","8,741",263,2.9,"King George County, Virginia"
"5,291","5,061",230,4.3,"King William County, Virginia"
"8,322","7,980",342,4.1,"Lancaster County, Virginia"
"216,433","211,128","5,305",2.5,"Lee County, Virginia"
"19,660","19,121",539,2.7,"Loudoun County, Virginia"
"5,340","5,167",173,3.2,"Louisa County, Virginia"
"7,261","7,086",175,2.4,"Lunenburg County, Virginia"
"4,111","3,987",124,3,"Madison County, Virginia"
"12,636","12,121",515,4.1,"Mathews County, Virginia"
"5,258","5,119",139,2.6,"Mecklenburg County, Virginia"
"49,715","48,262","1,453",2.9,"Middlesex County, Virginia"
"7,399","7,173",226,3.1,"Montgomery County, Virginia"
"12,070","11,741",329,2.7,"Nelson County, Virginia"
"5,382","5,091",291,5.4,"New Kent County, Virginia"
"5,556","5,309",247,4.4,"Northampton County, Virginia"
"7,226","7,004",222,3.1,"Northumberland County, Virginia"
"16,967","16,459",508,3,"Nottoway County, Virginia"
"11,849","11,357",492,4.2,"Orange County, Virginia"
"7,438","7,151",287,3.9,"Page County, Virginia"
"30,546","29,461","1,085",3.6,"Patrick County, Virginia"
"13,821","13,447",374,2.7,"Pittsylvania County, Virginia"
"10,330","9,936",394,3.8,"Powhatan County, Virginia"
"14,955","14,414",541,3.6,"Prince Edward County, Virginia"
"241,651","235,070","6,581",2.7,"Prince George County, Virginia"
"16,055","15,500",555,3.5,"Prince William County, Virginia"
"3,701","3,600",101,2.7,"Pulaski County, Virginia"
"4,040","3,916",124,3.1,"Rappahannock County, Virginia"
"48,833","47,504","1,329",2.7,"Richmond County, Virginia"
"10,514","10,199",315,3,"Roanoke County, Virginia"
"40,737","39,658","1,079",2.6,"Rockbridge County, Virginia"
"11,205","10,727",478,4.3,"Rockingham County, Virginia"
"9,250","8,951",299,3.2,"Russell County, Virginia"
"22,092","21,465",627,2.8,"Scott County, Virginia"
"13,714","13,169",545,4,"Shenandoah County, Virginia"
"9,024","8,772",252,2.8,"Smyth County, Virginia"
"66,032","64,026","2,006",3,"Southampton County, Virginia"
"70,084","68,014","2,070",3,"Spotsylvania County, Virginia"
"3,716","3,587",129,3.5,"Stafford County, Virginia"
"3,822","3,635",187,4.9,"Surry County, Virginia"
"15,905","15,207",698,4.4,"Sussex County, Virginia"
"20,094","19,479",615,3.1,"Tazewell County, Virginia"
"26,683","25,785",898,3.4,"Warren County, Virginia"
"9,367","9,026",341,3.6,"Washington County, Virginia"
"13,198","12,542",656,5,"Westmoreland County, Virginia"
"13,694","13,186",508,3.7,"Wise County, Virginia"
"32,590","31,681",909,2.8,"Wythe County, Virginia"
"100,409","98,154","2,255",2.2,"York County, Virginia"
"7,316","7,045",271,3.7,"Alexandria city, Virginia"
"3,347","3,243",104,3.1,"Bristol city, Virginia"
"26,014","25,352",662,2.5,"Buena Vista city, Virginia"
"121,125","117,440","3,685",3,"Charlottesville city, Virginia"
"8,779","8,490",289,3.3,"Chesapeake city, Virginia"
"2,401","2,290",111,4.6,"Colonial Heights city, Virginia"
"19,579","18,590",989,5.1,"Covington city, Virginia"
"2,342","2,231",111,4.7,"Danville city, Virginia"
"13,113","12,813",300,2.3,"Emporia city, Virginia"
